angle_deg,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,mean_W,std_W,mean_uW
10,4.18694344e-06,4.18440277e-06,4.18789614e-06,4.18440277e-06,4.18345007e-06,4.18599075e-06,4.18662557e-06,4.18408536e-06,4.18503805e-06,4.18503805e-06,4.18694344e-06,4.18599075e-06,4.18853188e-06,4.18567288e-06,4.18662557e-06,4.18408536e-06,4.18503805e-06,4.18345007e-06,4.18503805e-06,4.18376749e-06,4.18567288e-06,4.18408536e-06,4.18694344e-06,4.18503805e-06,4.18757827e-06,4.18503805e-06,4.18630816e-06,4.18376749e-06,4.18567288e-06,4.18313266e-06,4.18662557e-06,4.18535546e-06,4.18567288e-06,4.18662557e-06,4.18789614e-06,4.18662557e-06,4.18789614e-06,4.18630816e-06,4.18757827e-06,4.18567288e-06,4.18567288e-06,4.18535546e-06,4.18535546e-06,4.18440277e-06,4.18472018e-06,4.18503805e-06,4.18503805e-06,4.18408536e-06,4.18630816e-06,4.18408536e-06,4.1855714424e-06,1.3115874725393728e-09,4.1855714424
11,4.21520963e-06,4.21584491e-06,4.21711502e-06,4.21711502e-06,4.21520963e-06,4.21711502e-06,4.21616232e-06,4.21711502e-06,4.21679761e-06,4.21552704e-06,4.21520963e-06,4.21584491e-06,4.21616232e-06,4.21711502e-06,4.21679761e-06,4.21584491e-06,4.21616232e-06,4.21806772e-06,4.2177503e-06,4.21679761e-06,4.21552704e-06,4.21584491e-06,4.21647974e-06,4.21838513e-06,4.21584491e-06,4.21806772e-06,4.21552704e-06,4.21679761e-06,4.21647974e-06,4.21806772e-06,4.21616232e-06,4.21647974e-06,4.21552704e-06,4.21679761e-06,4.21584491e-06,4.21489221e-06,4.21743243e-06,4.21552704e-06,4.21743243e-06,4.21552704e-06,4.21902041e-06,4.21552704e-06,4.21679761e-06,4.21552704e-06,4.21552704e-06,4.21489221e-06,4.21552704e-06,4.21457435e-06,4.21457435e-06,4.21552704e-06,4.2163020406e-06,1.020505398659591e-09,4.2163020406000005
12,4.25268536e-06,4.25363805e-06,4.25109738e-06,4.25395592e-06,4.25109738e-06,4.25205008e-06,4.25205008e-06,4.25586131e-06,4.25173266e-06,4.25236794e-06,4.25077997e-06,4.25300323e-06,4.25268536e-06,4.25427334e-06,4.25268536e-06,4.25395592e-06,4.25332064e-06,4.25490862e-06,4.25395592e-06,4.25490862e-06,4.25236794e-06,4.25141525e-06,4.25300323e-06,4.25300323e-06,4.25236794e-06,4.25205008e-06,4.25300323e-06,4.25332064e-06,4.25459075e-06,4.25332064e-06,4.25363805e-06,4.25427334e-06,4.25363805e-06,4.25236794e-06,4.25300323e-06,4.25363805e-06,4.25236794e-06,4.25490862e-06,4.25236794e-06,4.25363805e-06,4.25332064e-06,4.25490862e-06,4.25109738e-06,4.25459075e-06,4.25459075e-06,4.25332064e-06,4.25395592e-06,4.25363805e-06,4.25236794e-06,4.25173266e-06,4.2531364125999995e-06,1.1540088153437711e-09,4.2531364126
13,4.29778311e-06,4.29397232e-06,4.29841839e-06,4.29365446e-06,4.29619513e-06,4.29555985e-06,4.29905322e-06,4.29587772e-06,4.296513e-06,4.29524243e-06,4.29619513e-06,4.29428974e-06,4.29619513e-06,4.29587772e-06,4.29714783e-06,4.29524243e-06,4.29778311e-06,4.29492502e-06,4.29619513e-06,4.29333704e-06,4.29619513e-06,4.29397232e-06,4.29619513e-06,4.29428974e-06,4.296513e-06,4.29365446e-06,4.296513e-06,4.29555985e-06,4.29619513e-06,4.29460715e-06,4.29714783e-06,4.29587772e-06,4.296513e-06,4.29714783e-06,4.29714783e-06,4.29587772e-06,4.29587772e-06,4.29428974e-06,4.296513e-06,4.29555985e-06,4.29683041e-06,4.29714783e-06,4.29714783e-06,4.296513e-06,4.29714783e-06,4.29746569e-06,4.29714783e-06,4.296513e-06,4.29587772e-06,4.29587772e-06,4.2960554784e-06,1.2400338349938068e-09,4.2960554784000005
14,4.34383401e-06,4.34510457e-06,4.34637468e-06,4.34605727e-06,4.34605727e-06,4.34637468e-06,4.34605727e-06,4.34764524e-06,4.34446929e-06,4.34446929e-06,4.34669209e-06,4.3447867e-06,4.34446929e-06,4.3457394e-06,4.34415188e-06,4.34669209e-06,4.34415188e-06,4.34669209e-06,4.34542198e-06,4.34669209e-06,4.34415188e-06,4.34542198e-06,4.34383401e-06,4.34637468e-06,4.34669209e-06,4.34637468e-06,4.34319918e-06,4.3457394e-06,4.34669209e-06,4.34542198e-06,4.34383401e-06,4.34415188e-06,4.34510457e-06,4.34732738e-06,4.34510457e-06,4.34542198e-06,4.34288131e-06,4.34510457e-06,4.3447867e-06,4.34637468e-06,4.3447867e-06,4.34669209e-06,4.34446929e-06,4.34796266e-06,4.34542198e-06,4.34510457e-06,4.34446929e-06,4.34446929e-06,4.34510457e-06,4.34637468e-06,4.3454156359999995e-06,1.1476166573817815e-09,4.345415635999999
15,4.40100121e-06,4.4019539e-06,4.40227132e-06,4.40258873e-06,4.40227132e-06,4.40131862e-06,4.40258873e-06,4.39973064e-06,4.40163603e-06,4.40131862e-06,4.40258873e-06,4.39909581e-06,4.40385929e-06,4.40004851e-06,4.40258873e-06,4.40131862e-06,4.40385929e-06,4.40227132e-06,4.40163603e-06,4.4019539e-06,4.40036592e-06,4.40068334e-06,4.40258873e-06,4.40131862e-06,4.40227132e-06,4.40100121e-06,4.40227132e-06,4.40036592e-06,4.40227132e-06,4.40036592e-06,4.39973064e-06,4.39909581e-06,4.40100121e-06,4.39877795e-06,4.40036592e-06,4.39973064e-06,4.4019539e-06,4.40163603e-06,4.40227132e-06,4.4019539e-06,4.40163603e-06,4.40131862e-06,4.40036592e-06,4.40036592e-06,4.40036592e-06,4.39973064e-06,4.40227132e-06,4.40258873e-06,4.40258873e-06,4.40163603e-06,4.401375763e-06,1.1705906837290184e-09,4.401375763
16,4.46356671e-06,4.46451941e-06,4.46388412e-06,4.46451941e-06,4.46483682e-06,4.46578952e-06,4.46483682e-06,4.46610738e-06,4.46293143e-06,4.46515469e-06,4.46388412e-06,4.46578952e-06,4.46356671e-06,4.46610738e-06,4.4654721e-06,4.46610738e-06,4.46483682e-06,4.46801278e-06,4.46388412e-06,4.46674221e-06,4.46483682e-06,4.46515469e-06,4.46483682e-06,4.46578952e-06,4.46356671e-06,4.46610738e-06,4.46483682e-06,4.46515469e-06,4.4622966e-06,4.4654721e-06,4.46356671e-06,4.46515469e-06,4.46261402e-06,4.46578952e-06,4.46134345e-06,4.46293143e-06,4.46356671e-06,4.4632493e-06,4.46356671e-06,4.46578952e-06,4.46356671e-06,4.46610738e-06,4.4632493e-06,4.46261402e-06,4.46356671e-06,4.4632493e-06,4.46197873e-06,4.46356671e-06,4.46483682e-06,4.4632493e-06,4.4644431728e-06,1.3511631243267466e-09,4.4644431728
17,4.53470739e-06,4.53407256e-06,4.53248367e-06,4.53311895e-06,4.53375469e-06,4.53343728e-06,4.53438997e-06,4.53280154e-06,4.53438997e-06,4.53311895e-06,4.53248367e-06,4.53438997e-06,4.53311895e-06,4.53280154e-06,4.53566008e-06,4.53311895e-06,4.53597795e-06,4.53121356e-06,4.53597795e-06,4.53407256e-06,4.53343728e-06,4.53470739e-06,4.53566008e-06,4.53184884e-06,4.53407256e-06,4.53407256e-06,4.53311895e-06,4.53375469e-06,4.53534267e-06,4.53343728e-06,4.53375469e-06,4.53407256e-06,4.53438997e-06,4.53057828e-06,4.53502525e-06,4.53216626e-06,4.53470739e-06,4.53343728e-06,4.53311895e-06,4.53089569e-06,4.53375469e-06,4.53343728e-06,4.53311895e-06,4.53184884e-06,4.53534267e-06,4.53121356e-06,4.53566008e-06,4.53184884e-06,4.53343728e-06,4.53343728e-06,4.5335957648e-06,1.2976516426548257e-09,4.5335957648
18,4.6096593e-06,4.60807132e-06,4.60489491e-06,4.60807132e-06,4.60553019e-06,4.60743604e-06,4.60711772e-06,4.60838919e-06,4.60711772e-06,4.6096593e-06,4.60838919e-06,4.6096593e-06,4.60616502e-06,4.60807132e-06,4.60553019e-06,4.60838919e-06,4.60711772e-06,4.60838919e-06,4.60584761e-06,4.60902402e-06,4.60711772e-06,4.6087066e-06,4.60711772e-06,4.6096593e-06,4.60743604e-06,4.60743604e-06,4.60584761e-06,4.60934189e-06,4.60711772e-06,4.60997671e-06,4.60648289e-06,4.61029458e-06,4.6068003e-06,4.6096593e-06,4.60838919e-06,4.60838919e-06,4.60711772e-06,4.60648289e-06,4.60584761e-06,4.60838919e-06,4.60616502e-06,4.60743604e-06,4.60711772e-06,4.61029458e-06,4.60616502e-06,4.60934189e-06,4.60775391e-06,4.6096593e-06,4.60616502e-06,4.60775391e-06,4.6077598476e-06,1.3940589086715173e-09,4.6077598476
19,4.6896921e-06,4.69096267e-06,4.688422e-06,4.6896921e-06,4.6874693e-06,4.69096267e-06,4.68873941e-06,4.68905682e-06,4.68778671e-06,4.688422e-06,4.68810413e-06,4.688422e-06,4.69096267e-06,4.69096267e-06,4.69096267e-06,4.6896921e-06,4.69032739e-06,4.688422e-06,4.68937469e-06,4.68873941e-06,4.68873941e-06,4.6896921e-06,4.69000952e-06,4.6896921e-06,4.69096267e-06,4.68873941e-06,4.68873941e-06,4.68683402e-06,4.68873941e-06,4.6874693e-06,4.69096267e-06,4.68873941e-06,4.68937469e-06,4.68683402e-06,4.68937469e-06,4.68683402e-06,4.68873941e-06,4.68937469e-06,4.69096267e-06,4.68873941e-06,4.68810413e-06,4.68683402e-06,4.68905682e-06,4.688422e-06,4.69096267e-06,4.68810413e-06,4.68905682e-06,4.68810413e-06,4.6896921e-06,4.6874693e-06,4.6890506932e-06,1.2126461235999064e-09,4.6890506932000005
20,4.77607728e-06,4.77607728e-06,4.77607728e-06,4.77607728e-06,4.77639469e-06,4.77575986e-06,4.77480717e-06,4.77512458e-06,4.77385447e-06,4.7744893e-06,4.77226649e-06,4.7735366e-06,4.77480717e-06,4.77385447e-06,4.77607728e-06,4.7744893e-06,4.77607728e-06,4.77321919e-06,4.77607728e-06,4.77480717e-06,4.7744893e-06,4.77417188e-06,4.77417188e-06,4.77544199e-06,4.77321919e-06,4.77417188e-06,4.77607728e-06,4.7744893e-06,4.77607728e-06,4.77575986e-06,4.77385447e-06,4.77512458e-06,4.77734739e-06,4.77258391e-06,4.77544199e-06,4.7744893e-06,4.7744893e-06,4.77417188e-06,4.77671256e-06,4.7744893e-06,4.77671256e-06,4.7744893e-06,4.7735366e-06,4.77321919e-06,4.77544199e-06,4.77480717e-06,4.77734739e-06,4.7744893e-06,4.77702997e-06,4.77544199e-06,4.774984828e-06,1.1969550441816348e-09,4.774984828
21,4.86913223e-06,4.86690897e-06,4.86659155e-06,4.86468525e-06,4.86722683e-06,4.86754425e-06,4.86817953e-06,4.86881481e-06,4.86468525e-06,4.86436784e-06,4.86405042e-06,4.86659155e-06,4.86500312e-06,4.86881481e-06,4.86754425e-06,4.86786166e-06,4.86881481e-06,4.86722683e-06,4.86468525e-06,4.86595627e-06,4.86436784e-06,4.86722683e-06,4.86341514e-06,4.86532053e-06,4.86532053e-06,4.86532053e-06,4.86627414e-06,4.86754425e-06,4.86563795e-06,4.86627414e-06,4.86468525e-06,4.86849694e-06,4.86817953e-06,4.86627414e-06,4.86690897e-06,4.86595627e-06,4.86500312e-06,4.86468525e-06,4.86722683e-06,4.86659155e-06,4.86754425e-06,4.86754425e-06,4.86563795e-06,4.86881481e-06,4.86563795e-06,4.86881481e-06,4.86595627e-06,4.86659155e-06,4.86405042e-06,4.86595627e-06,4.8664388748000005e-06,1.4983078752783013e-09,4.866438874800001
22,4.96282155e-06,4.95932818e-06,4.96155099e-06,4.9586929e-06,4.96250368e-06,4.96091616e-06,4.96377424e-06,4.96282155e-06,4.96409166e-06,4.96186885e-06,4.96313896e-06,4.96091616e-06,4.96186885e-06,4.96155099e-06,4.96186885e-06,4.95964559e-06,4.96282155e-06,4.95964559e-06,4.96186885e-06,4.96123357e-06,4.96377424e-06,4.96123357e-06,4.96282155e-06,4.96282155e-06,4.96250368e-06,4.96155099e-06,4.96250368e-06,4.96218627e-06,4.96536268e-06,4.95996346e-06,4.96250368e-06,4.95964559e-06,4.96282155e-06,4.96186885e-06,4.96409166e-06,4.96123357e-06,4.96250368e-06,4.96123357e-06,4.96186885e-06,4.96155099e-06,4.96186885e-06,4.96091616e-06,4.96186885e-06,4.96186885e-06,4.96409166e-06,4.96345683e-06,4.96345683e-06,4.96059829e-06,4.96250368e-06,4.96059829e-06,4.9619640134e-06,1.352255043421347e-09,4.9619640134
23,5.06572178e-06,5.06286278e-06,5.06540437e-06,5.06286278e-06,5.06445167e-06,5.06445167e-06,5.06318111e-06,5.0650865e-06,5.06286278e-06,5.06349897e-06,5.06222796e-06,5.0641338e-06,5.06572178e-06,5.0641338e-06,5.06476908e-06,5.06381639e-06,5.06699234e-06,5.06445167e-06,5.06191009e-06,5.06254537e-06,5.06445167e-06,5.06286278e-06,5.0641338e-06,5.06222796e-06,5.06445167e-06,5.06635706e-06,5.0650865e-06,5.06476908e-06,5.0650865e-06,5.06318111e-06,5.06572178e-06,5.06191009e-06,5.06540437e-06,5.06381639e-06,5.06603965e-06,5.06381639e-06,5.06445167e-06,5.06191009e-06,5.0650865e-06,5.06540437e-06,5.06572178e-06,5.0650865e-06,5.06445167e-06,5.06381639e-06,5.06635706e-06,5.06445167e-06,5.06445167e-06,5.06318111e-06,5.06635706e-06,5.06318111e-06,5.0642862428e-06,1.2819936227938148e-09,5.064286242800001
24,5.17084436e-06,5.16957425e-06,5.17116223e-06,5.16957425e-06,5.16989166e-06,5.16862156e-06,5.16830414e-06,5.16957425e-06,5.16989166e-06,5.16862156e-06,5.16893897e-06,5.16957425e-06,5.16989166e-06,5.16798627e-06,5.16925684e-06,5.16957425e-06,5.16957425e-06,5.17052695e-06,5.16957425e-06,5.16862156e-06,5.16703358e-06,5.17084436e-06,5.16862156e-06,5.16989166e-06,5.16989166e-06,5.17052695e-06,5.17116223e-06,5.17116223e-06,5.16989166e-06,5.17020953e-06,5.16862156e-06,5.17116223e-06,5.16989166e-06,5.16798627e-06,5.16766886e-06,5.16957425e-06,5.16766886e-06,5.16957425e-06,5.16989166e-06,5.16830414e-06,5.17052695e-06,5.17116223e-06,5.16957425e-06,5.17116223e-06,5.16989166e-06,5.16989166e-06,5.16893897e-06,5.16957425e-06,5.16703358e-06,5.16957425e-06,5.1695297672e-06,1.0609263970097442e-09,5.1695297672
25,5.27692055e-06,5.28041392e-06,5.27787324e-06,5.27819111e-06,5.27596785e-06,5.27596785e-06,5.27914381e-06,5.27787324e-06,5.27819111e-06,5.27501516e-06,5.27628572e-06,5.27692055e-06,5.27628572e-06,5.27565044e-06,5.27819111e-06,5.27787324e-06,5.28041392e-06,5.27628572e-06,5.27755583e-06,5.27787324e-06,5.27914381e-06,5.27660313e-06,5.27723842e-06,5.27723842e-06,5.28041392e-06,5.27501516e-06,5.27946122e-06,5.27787324e-06,5.28041392e-06,5.27914381e-06,5.27977863e-06,5.27755583e-06,5.27819111e-06,5.27660313e-06,5.27914381e-06,5.27914381e-06,5.27914381e-06,5.27723842e-06,5.27914381e-06,5.27787324e-06,5.27882594e-06,5.27882594e-06,5.27755583e-06,5.27692055e-06,5.27755583e-06,5.27692055e-06,5.27755583e-06,5.27723842e-06,5.27628572e-06,5.27882594e-06,5.2778352906000005e-06,1.3705507198443274e-09,5.277835290600001
26,5.39379425e-06,5.39284156e-06,5.39252414e-06,5.39379425e-06,5.39411167e-06,5.39601797e-06,5.39315897e-06,5.39442954e-06,5.39411167e-06,5.39474695e-06,5.39220628e-06,5.39506482e-06,5.39220628e-06,5.39570055e-06,5.39252414e-06,5.39601797e-06,5.39442954e-06,5.39442954e-06,5.39188886e-06,5.39347684e-06,5.39347684e-06,5.39411167e-06,5.38998347e-06,5.39347684e-06,5.39347684e-06,5.39570055e-06,5.39315897e-06,5.39442954e-06,5.39284156e-06,5.39411167e-06,5.39347684e-06,5.39411167e-06,5.39411167e-06,5.39411167e-06,5.39379425e-06,5.39570055e-06,5.39125358e-06,5.39474695e-06,5.39347684e-06,5.39601797e-06,5.39474695e-06,5.39570055e-06,5.39252414e-06,5.39697066e-06,5.39188886e-06,5.39411167e-06,5.39347684e-06,5.39601797e-06,5.39411167e-06,5.39570055e-06,5.3939659118e-06,1.3774817100560692e-09,5.3939659118
27,5.51384437e-06,5.51257426e-06,5.51447965e-06,5.51257426e-06,5.51511448e-06,5.51257426e-06,5.51384437e-06,5.51257426e-06,5.51320909e-06,5.51193898e-06,5.51320909e-06,5.51066887e-06,5.51479707e-06,5.51352696e-06,5.51416178e-06,5.51257426e-06,5.51320909e-06,5.51257426e-06,5.51193898e-06,5.51384437e-06,5.51670246e-06,5.51257426e-06,5.51511448e-06,5.51257426e-06,5.51320909e-06,5.51289168e-06,5.51384437e-06,5.51289168e-06,5.51606763e-06,5.51257426e-06,5.51320909e-06,5.5113037e-06,5.51320909e-06,5.51289168e-06,5.51543235e-06,5.51384437e-06,5.51225639e-06,5.51098628e-06,5.51352696e-06,5.51416178e-06,5.51416178e-06,5.51193898e-06,5.51352696e-06,5.51289168e-06,5.51543235e-06,5.51416178e-06,5.51543235e-06,5.51416178e-06,5.51416178e-06,5.51320909e-06,5.513431542e-06,1.2385025198925752e-09,5.513431542
