angle_deg,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,mean_W,std_W,mean_uW
10,2.54308543e-06,2.54372048e-06,2.54308543e-06,2.54467318e-06,2.54530846e-06,2.54530846e-06,2.54403813e-06,2.54499082e-06,2.54435577e-06,2.54467318e-06,2.54372048e-06,2.54276779e-06,2.54308543e-06,2.54372048e-06,2.54530846e-06,2.54499082e-06,2.54403813e-06,2.54372048e-06,2.54308543e-06,2.54308543e-06,2.54372048e-06,2.54626116e-06,2.54530846e-06,2.54530846e-06,2.54467318e-06,2.54435577e-06,2.54276779e-06,2.54372048e-06,2.54276779e-06,2.54340307e-06,2.54372048e-06,2.54530846e-06,2.54372048e-06,2.54372048e-06,2.54308543e-06,2.54340307e-06,2.54308543e-06,2.54340307e-06,2.54308543e-06,2.54308543e-06,2.54435577e-06,2.54499082e-06,2.54499082e-06,2.54372048e-06,2.54372048e-06,2.54530846e-06,2.54403813e-06,2.54499082e-06,2.54372048e-06,2.54372048e-06,2.5440444682000002e-06,8.696932132785496e-10,2.5440444682
11,2.54784936e-06,2.54784936e-06,2.5456261e-06,2.54880206e-06,2.5465788e-06,2.5491197e-06,2.54753172e-06,2.54943734e-06,2.54848464e-06,2.5500724e-06,2.54753172e-06,2.5500724e-06,2.54848464e-06,2.54848464e-06,2.54626116e-06,2.54848464e-06,2.54721385e-06,2.54880206e-06,2.54880206e-06,2.54848464e-06,2.54848464e-06,2.54880206e-06,2.54626116e-06,2.548167e-06,2.54626116e-06,2.5491197e-06,2.54784936e-06,2.54848464e-06,2.5465788e-06,2.54784936e-06,2.54880206e-06,2.54880206e-06,2.54784936e-06,2.54880206e-06,2.54848464e-06,2.5491197e-06,2.54848464e-06,2.54721385e-06,2.5465788e-06,2.54880206e-06,2.54880206e-06,2.54848464e-06,2.54753172e-06,2.54975475e-06,2.548167e-06,2.5491197e-06,2.5491197e-06,2.5500724e-06,2.54880206e-06,2.5500724e-06,2.5482939366e-06,1.0572001906368303e-09,2.5482939366
12,2.55451891e-06,2.55388363e-06,2.55451891e-06,2.55547161e-06,2.55324812e-06,2.55642431e-06,2.55547161e-06,2.55642431e-06,2.55356576e-06,2.55642431e-06,2.55547161e-06,2.55515397e-06,2.55610666e-06,2.55324812e-06,2.55388363e-06,2.55547161e-06,2.55451891e-06,2.55483633e-06,2.557377e-06,2.55483633e-06,2.55515397e-06,2.55515397e-06,2.55610666e-06,2.55356576e-06,2.55515397e-06,2.55547161e-06,2.55642431e-06,2.55388363e-06,2.55642431e-06,2.55547161e-06,2.55674172e-06,2.55388363e-06,2.55547161e-06,2.55324812e-06,2.55388363e-06,2.55293048e-06,2.55483633e-06,2.55388363e-06,2.55388363e-06,2.55388363e-06,2.55451891e-06,2.55642431e-06,2.55515397e-06,2.55515397e-06,2.55642431e-06,2.55578902e-06,2.55578902e-06,2.55483633e-06,2.557377e-06,2.55483633e-06,2.5550523006e-06,1.1173681577357057e-09,2.5550523006000003
13,2.5656343e-06,2.56245858e-06,2.56468161e-06,2.56309363e-06,2.56404633e-06,2.56436397e-06,2.56531666e-06,2.56468161e-06,2.56531666e-06,2.56436397e-06,2.56468161e-06,2.56309363e-06,2.56499902e-06,2.56499902e-06,2.56499902e-06,2.56436397e-06,2.56436397e-06,2.56436397e-06,2.56531666e-06,2.56372891e-06,2.56626981e-06,2.56499902e-06,2.56468161e-06,2.56309363e-06,2.56468161e-06,2.56499902e-06,2.56404633e-06,2.56499902e-06,2.56499902e-06,2.56468161e-06,2.5656343e-06,2.56436397e-06,2.56499902e-06,2.56468161e-06,2.5656343e-06,2.56436397e-06,2.56436397e-06,2.56404633e-06,2.56531666e-06,2.56404633e-06,2.56690487e-06,2.56436397e-06,2.56468161e-06,2.56214093e-06,2.56468161e-06,2.56436397e-06,2.56531666e-06,2.56436397e-06,2.56436397e-06,2.56499902e-06,2.5645989764e-06,8.421941414204928e-10,2.5645989764
14,2.57706756e-06,2.57706756e-06,2.57579723e-06,2.57547981e-06,2.57579723e-06,2.57611487e-06,2.57675015e-06,2.57706756e-06,2.57675015e-06,2.57547981e-06,2.57579723e-06,2.57547981e-06,2.57897341e-06,2.57675015e-06,2.57802026e-06,2.57516217e-06,2.57833835e-06,2.57643251e-06,2.57833835e-06,2.57547981e-06,2.57833835e-06,2.57643251e-06,2.57706756e-06,2.57579723e-06,2.57706756e-06,2.57484453e-06,2.57802026e-06,2.57643251e-06,2.57675015e-06,2.57579723e-06,2.57611487e-06,2.57484453e-06,2.57547981e-06,2.57547981e-06,2.57611487e-06,2.57579723e-06,2.57643251e-06,2.57452712e-06,2.5773852e-06,2.57770284e-06,2.57770284e-06,2.57706756e-06,2.5773852e-06,2.57547981e-06,2.57611487e-06,2.57579723e-06,2.57611487e-06,2.57579723e-06,2.57706756e-06,2.57675015e-06,2.5764769596e-06,1.0103503292818008e-09,2.5764769596
15,2.58977138e-06,2.59231228e-06,2.5900888e-06,2.59072431e-06,2.591677e-06,2.59104195e-06,2.59104195e-06,2.5900888e-06,2.59040644e-06,2.591677e-06,2.59072431e-06,2.591677e-06,2.59262993e-06,2.591677e-06,2.59199464e-06,2.59199464e-06,2.59326498e-06,2.59072431e-06,2.59072431e-06,2.58977138e-06,2.59231228e-06,2.59104195e-06,2.59231228e-06,2.591677e-06,2.59294734e-06,2.59072431e-06,2.5900888e-06,2.5891361e-06,2.59104195e-06,2.5900888e-06,2.59104195e-06,2.59040644e-06,2.59326498e-06,2.58881846e-06,2.59040644e-06,2.59072431e-06,2.59135959e-06,2.59072431e-06,2.59104195e-06,2.59104195e-06,2.59199464e-06,2.58945374e-06,2.59262993e-06,2.5900888e-06,2.59104195e-06,2.59104195e-06,2.59135959e-06,2.58850105e-06,2.59040644e-06,2.58850105e-06,2.5909846548e-06,1.1160611074743543e-09,2.5909846548
16,2.60850925e-06,2.60787397e-06,2.60755655e-06,2.60755655e-06,2.60850925e-06,2.60660386e-06,2.60692127e-06,2.60882689e-06,2.6094624e-06,2.60850925e-06,2.60787397e-06,2.60755655e-06,2.60628622e-06,2.60787397e-06,2.60819161e-06,2.60723891e-06,2.60660386e-06,2.60755655e-06,2.60882689e-06,2.60755655e-06,2.60787397e-06,2.60628622e-06,2.60914476e-06,2.60692127e-06,2.60692127e-06,2.60787397e-06,2.60755655e-06,2.60660386e-06,2.60850925e-06,2.60723891e-06,2.60819161e-06,2.60882689e-06,2.60819161e-06,2.60850925e-06,2.60882689e-06,2.60723891e-06,2.60660386e-06,2.60755655e-06,2.60723891e-06,2.60723891e-06,2.60882689e-06,2.60819161e-06,2.60723891e-06,2.60723891e-06,2.6094624e-06,2.60660386e-06,2.60850925e-06,2.60596858e-06,2.60850925e-06,2.60628622e-06,2.6077216723999998e-06,8.806917037750416e-10,2.6077216724
17,2.62915296e-06,2.62788262e-06,2.62629442e-06,2.62756521e-06,2.62756521e-06,2.62756521e-06,2.62534172e-06,2.62883532e-06,2.62629442e-06,2.62883532e-06,2.6285179e-06,2.62883532e-06,2.62883532e-06,2.62915296e-06,2.62724711e-06,2.62724711e-06,2.62692947e-06,2.62756521e-06,2.62692947e-06,2.62883532e-06,2.62820026e-06,2.6294706e-06,2.62724711e-06,2.62820026e-06,2.62661206e-06,2.62692947e-06,2.62692947e-06,2.62724711e-06,2.62692947e-06,2.62724711e-06,2.62629442e-06,2.62915296e-06,2.62883532e-06,2.63105835e-06,2.62756521e-06,2.63010566e-06,2.62724711e-06,2.62883532e-06,2.62820026e-06,2.62883532e-06,2.62788262e-06,2.62883532e-06,2.62565936e-06,2.62820026e-06,2.62597678e-06,2.62915296e-06,2.62788262e-06,2.62820026e-06,2.62629442e-06,2.62820026e-06,2.6278571062e-06,1.1606345191676878e-09,2.6278571062
18,2.6494788e-06,2.6494788e-06,2.64884352e-06,2.64789082e-06,2.6504315e-06,2.64916116e-06,2.64852611e-06,2.64916116e-06,2.6504315e-06,2.64916116e-06,2.65138419e-06,2.65074914e-06,2.64916116e-06,2.6494788e-06,2.64884352e-06,2.64789082e-06,2.64916116e-06,2.64789082e-06,2.65138419e-06,2.64757341e-06,2.64979644e-06,2.64789082e-06,2.65074914e-06,2.64725577e-06,2.65011386e-06,2.64852611e-06,2.64852611e-06,2.64916116e-06,2.65201925e-06,2.64789082e-06,2.6504315e-06,2.64820846e-06,2.65074914e-06,2.64757341e-06,2.65138419e-06,2.6494788e-06,2.6494788e-06,2.65011386e-06,2.6494788e-06,2.64852611e-06,2.65138419e-06,2.6494788e-06,2.64884352e-06,2.64789082e-06,2.6504315e-06,2.64820846e-06,2.64979644e-06,2.64916116e-06,2.6504315e-06,2.64820846e-06,2.6493453827999996e-06,1.1678658567867234e-09,2.6493453827999995
19,2.67361588e-06,2.67456858e-06,2.67552127e-06,2.67456858e-06,2.67615633e-06,2.67329824e-06,2.67583891e-06,2.67425094e-06,2.67615633e-06,2.67361588e-06,2.67647397e-06,2.6739333e-06,2.67488622e-06,2.67456858e-06,2.67615633e-06,2.67456858e-06,2.67615633e-06,2.67456858e-06,2.67456858e-06,2.67456858e-06,2.67583891e-06,2.67456858e-06,2.67456858e-06,2.67456858e-06,2.67615633e-06,2.67425094e-06,2.67488622e-06,2.67329824e-06,2.67488622e-06,2.67266319e-06,2.67425094e-06,2.67329824e-06,2.67583891e-06,2.6720279e-06,2.67679184e-06,2.67425094e-06,2.67615633e-06,2.67361588e-06,2.67456858e-06,2.67266319e-06,2.67520363e-06,2.67456858e-06,2.67520363e-06,2.67456858e-06,2.67456858e-06,2.67425094e-06,2.67488622e-06,2.67266319e-06,2.67329824e-06,2.67266319e-06,2.6745812662e-06,1.1109740109199938e-09,2.6745812662
20,2.70092869e-06,2.70092869e-06,2.7012461e-06,2.69997577e-06,2.70092869e-06,2.70188161e-06,2.70092869e-06,2.70061105e-06,2.70092869e-06,2.7012461e-06,2.7015642e-06,2.69965835e-06,2.70346959e-06,2.70029341e-06,2.7015642e-06,2.7012461e-06,2.7012461e-06,2.69997577e-06,2.70188161e-06,2.7012461e-06,2.70092869e-06,2.70092869e-06,2.7015642e-06,2.70092869e-06,2.70061105e-06,2.7015642e-06,2.70029341e-06,2.7015642e-06,2.7012461e-06,2.70061105e-06,2.70283431e-06,2.69934071e-06,2.70219925e-06,2.70092869e-06,2.70029341e-06,2.69997577e-06,2.70283431e-06,2.70029341e-06,2.70251689e-06,2.69965835e-06,2.7015642e-06,2.70029341e-06,2.7012461e-06,2.70092869e-06,2.70283431e-06,2.70029341e-06,2.70092869e-06,2.70092869e-06,2.70315195e-06,2.69965835e-06,2.7010938537999996e-06,9.254390726415178e-10,2.7010938537999998
21,2.72792408e-06,2.73014712e-06,2.7298297e-06,2.7298297e-06,2.73141745e-06,2.73046476e-06,2.73141745e-06,2.73046476e-06,2.73046476e-06,2.73141745e-06,2.73046476e-06,2.7307824e-06,2.7307824e-06,2.73046476e-06,2.73141745e-06,2.73046476e-06,2.72951206e-06,2.73014712e-06,2.72887701e-06,2.72760667e-06,2.73046476e-06,2.72792408e-06,2.7298297e-06,2.72792408e-06,2.72919442e-06,2.72919442e-06,2.72887701e-06,2.7298297e-06,2.7307824e-06,2.7307824e-06,2.73141745e-06,2.72951206e-06,2.7298297e-06,2.7298297e-06,2.73141745e-06,2.7298297e-06,2.73173509e-06,2.72855937e-06,2.7298297e-06,2.72919442e-06,2.73014712e-06,2.72855937e-06,2.73046476e-06,2.72824172e-06,2.7307824e-06,2.73014712e-06,2.73173509e-06,2.73046476e-06,2.73109981e-06,2.72760667e-06,2.729982061e-06,1.1060283969505754e-09,2.7299820610000003
22,2.7625415e-06,2.7625415e-06,2.76127116e-06,2.76031847e-06,2.76317701e-06,2.76222386e-06,2.76317701e-06,2.76317701e-06,2.76317701e-06,2.76000083e-06,2.76222386e-06,2.7615888e-06,2.7615888e-06,2.7625415e-06,2.76317701e-06,2.7625415e-06,2.76222386e-06,2.76063611e-06,2.76127116e-06,2.76063611e-06,2.76222386e-06,2.76222386e-06,2.7641297e-06,2.76000083e-06,2.76222386e-06,2.76031847e-06,2.76222386e-06,2.76190644e-06,2.76349465e-06,2.76222386e-06,2.76381206e-06,2.76190644e-06,2.76222386e-06,2.76095375e-06,2.76190644e-06,2.76222386e-06,2.7625415e-06,2.76127116e-06,2.76285914e-06,2.7615888e-06,2.7625415e-06,2.76031847e-06,2.7615888e-06,2.76317701e-06,2.76317701e-06,2.7615888e-06,2.7625415e-06,2.76095375e-06,2.76222386e-06,2.7615888e-06,2.7620397994e-06,9.801368373577379e-10,2.7620397994
23,2.79430105e-06,2.79620645e-06,2.79525375e-06,2.79493611e-06,2.79557139e-06,2.79525375e-06,2.79588903e-06,2.79652409e-06,2.79366554e-06,2.79620645e-06,2.79398341e-06,2.79620645e-06,2.79461869e-06,2.79525375e-06,2.79430105e-06,2.79461869e-06,2.79811184e-06,2.79588903e-06,2.79747678e-06,2.79620645e-06,2.79842948e-06,2.79684173e-06,2.80065296e-06,2.79620645e-06,2.80382869e-06,2.79906476e-06,2.80319341e-06,2.79969981e-06,2.79811184e-06,2.79652409e-06,2.79684173e-06,2.79652409e-06,2.79588903e-06,2.79461869e-06,2.79684173e-06,2.79557139e-06,2.79461869e-06,2.79525375e-06,2.79652409e-06,2.79620645e-06,2.79684173e-06,2.79461869e-06,2.79588903e-06,2.79525375e-06,2.79557139e-06,2.7933479e-06,2.79525375e-06,2.79493611e-06,2.79493611e-06,2.79525375e-06,2.7962763764e-06,2.0731341909946567e-09,2.7962763764
24,2.83082431e-06,2.83209442e-06,2.83114173e-06,2.83241206e-06,2.83114173e-06,2.83241206e-06,2.83018881e-06,2.83082431e-06,2.83209442e-06,2.83209442e-06,2.83145937e-06,2.83272971e-06,2.83241206e-06,2.83272971e-06,2.83082431e-06,2.8336824e-06,2.8336824e-06,2.83145937e-06,2.83241206e-06,2.83145937e-06,2.83050622e-06,2.83050622e-06,2.83145937e-06,2.83145937e-06,2.83336476e-06,2.83304712e-06,2.83082431e-06,2.83209442e-06,2.83209442e-06,2.83082431e-06,2.83018881e-06,2.83272971e-06,2.83241206e-06,2.83241206e-06,2.83241206e-06,2.83209442e-06,2.8336824e-06,2.83304712e-06,2.83304712e-06,2.83304712e-06,2.83304712e-06,2.83177701e-06,2.83400004e-06,2.83241206e-06,2.83304712e-06,2.83241206e-06,2.83241206e-06,2.83082431e-06,2.83304712e-06,2.83304712e-06,2.8321071690000004e-06,9.818539407575209e-10,2.8321071690000004
25,2.86861768e-06,2.86957038e-06,2.86988802e-06,2.87147577e-06,2.86925274e-06,2.87115813e-06,2.86893533e-06,2.86988802e-06,2.86957038e-06,2.86957038e-06,2.86957038e-06,2.87115813e-06,2.87115813e-06,2.86988802e-06,2.86957038e-06,2.87020544e-06,2.87115813e-06,2.87052308e-06,2.86925274e-06,2.87084072e-06,2.86893533e-06,2.87115813e-06,2.87084072e-06,2.86957038e-06,2.87020544e-06,2.86988802e-06,2.86861768e-06,2.86893533e-06,2.86957038e-06,2.87052308e-06,2.87052308e-06,2.86925274e-06,2.87020544e-06,2.86925274e-06,2.87084072e-06,2.86861768e-06,2.86988802e-06,2.86957038e-06,2.86925274e-06,2.86830004e-06,2.87020544e-06,2.86830004e-06,2.86957038e-06,2.86893533e-06,2.86893533e-06,2.86830004e-06,2.86893533e-06,2.86893533e-06,2.86925274e-06,2.86893533e-06,2.8697101067999996e-06,8.524886880926067e-10,2.8697101067999995
26,2.90768139e-06,2.91085757e-06,2.90958678e-06,2.91022207e-06,2.90958678e-06,2.91022207e-06,2.91022207e-06,2.90958678e-06,2.91022207e-06,2.91053948e-06,2.90990442e-06,2.90926914e-06,2.90990442e-06,2.90990442e-06,2.90990442e-06,2.91022207e-06,2.90863409e-06,2.90958678e-06,2.90895173e-06,2.91022207e-06,2.90990442e-06,2.91085757e-06,2.91085757e-06,2.91181027e-06,2.91117499e-06,2.91022207e-06,2.91022207e-06,2.91117499e-06,2.91117499e-06,2.91149263e-06,2.90990442e-06,2.90958678e-06,2.90863409e-06,2.90990442e-06,2.91053948e-06,2.91053948e-06,2.91117499e-06,2.91053948e-06,2.91117499e-06,2.91117499e-06,2.91117499e-06,2.91022207e-06,2.91117499e-06,2.91117499e-06,2.91022207e-06,2.91117499e-06,2.91022207e-06,2.91117499e-06,2.90926914e-06,2.91181027e-06,2.9102983176e-06,8.440877161493182e-10,2.9102983176
