angle_deg,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,mean_W,std_W,mean_uW
10,3.5965395e-06,3.5955868e-06,3.59431647e-06,3.5955868e-06,3.59304568e-06,3.59526916e-06,3.59495152e-06,3.59431647e-06,3.59304568e-06,3.59368096e-06,3.59463411e-06,3.59463411e-06,3.59526916e-06,3.59685691e-06,3.5939986e-06,3.59685691e-06,3.59717455e-06,3.5955868e-06,3.5939986e-06,3.5965395e-06,3.59368096e-06,3.59495152e-06,3.59590422e-06,3.5955868e-06,3.5939986e-06,3.59241062e-06,3.59431647e-06,3.5939986e-06,3.59495152e-06,3.59463411e-06,3.59495152e-06,3.59431647e-06,3.59685691e-06,3.59241062e-06,3.59590422e-06,3.59463411e-06,3.59717455e-06,3.59463411e-06,3.59622186e-06,3.59463411e-06,3.59717455e-06,3.59431647e-06,3.59685691e-06,3.59304568e-06,3.59336332e-06,3.59336332e-06,3.59368096e-06,3.59336332e-06,3.59590422e-06,3.59431647e-06,3.5948689082e-06,1.2890161134922693e-09,3.5948689082
11,3.64798939e-06,3.64544871e-06,3.64481343e-06,3.64576636e-06,3.64767175e-06,3.64640141e-06,3.64798939e-06,3.64513107e-06,3.64608377e-06,3.64544871e-06,3.64576636e-06,3.64767175e-06,3.64449602e-06,3.64798939e-06,3.64735411e-06,3.64544871e-06,3.64640141e-06,3.64767175e-06,3.64767175e-06,3.6492595e-06,3.64513107e-06,3.64735411e-06,3.64798939e-06,3.64576636e-06,3.64798939e-06,3.64640141e-06,3.64608377e-06,3.64703646e-06,3.64513107e-06,3.64640141e-06,3.64576636e-06,3.64798939e-06,3.64735411e-06,3.64544871e-06,3.64640141e-06,3.64576636e-06,3.64576636e-06,3.64767175e-06,3.64386074e-06,3.64798939e-06,3.64640141e-06,3.64481343e-06,3.64798939e-06,3.64513107e-06,3.64671905e-06,3.64640141e-06,3.64608377e-06,3.64798939e-06,3.64735411e-06,3.64798939e-06,3.6465729235999997e-06,1.2004589582401626e-09,3.6465729235999995
12,3.70452062e-06,3.70483826e-06,3.70388557e-06,3.70420298e-06,3.70325029e-06,3.70356793e-06,3.70483826e-06,3.7051559e-06,3.70356793e-06,3.70547332e-06,3.70483826e-06,3.70483826e-06,3.70642601e-06,3.70547332e-06,3.70388557e-06,3.70579096e-06,3.70833232e-06,3.70579096e-06,3.70483826e-06,3.70769635e-06,3.7061086e-06,3.70579096e-06,3.7051559e-06,3.7061086e-06,3.70356793e-06,3.7061086e-06,3.7061086e-06,3.70356793e-06,3.7061086e-06,3.70579096e-06,3.70579096e-06,3.70452062e-06,3.7061086e-06,3.70642601e-06,3.70293287e-06,3.70293287e-06,3.70547332e-06,3.70420298e-06,3.70388557e-06,3.7051559e-06,3.70452062e-06,3.70642601e-06,3.7061086e-06,3.70420298e-06,3.70483826e-06,3.70452062e-06,3.70547332e-06,3.70579096e-06,3.70356793e-06,3.7061086e-06,3.7050923122e-06,1.1590791300205055e-09,3.7050923122
13,3.76867411e-06,3.76899175e-06,3.76994512e-06,3.7696268e-06,3.7696268e-06,3.77185052e-06,3.77185052e-06,3.76835669e-06,3.77121546e-06,3.7696268e-06,3.77185052e-06,3.76930939e-06,3.77216816e-06,3.77026277e-06,3.7724858e-06,3.76772141e-06,3.7715331e-06,3.76899175e-06,3.77026277e-06,3.76994512e-06,3.77121546e-06,3.76772141e-06,3.77216816e-06,3.76772141e-06,3.77089782e-06,3.7696268e-06,3.7715331e-06,3.76994512e-06,3.77089782e-06,3.7696268e-06,3.76994512e-06,3.77121546e-06,3.77185052e-06,3.7696268e-06,3.76835669e-06,3.76994512e-06,3.77121546e-06,3.76899175e-06,3.7696268e-06,3.77026277e-06,3.76899175e-06,3.7715331e-06,3.77121546e-06,3.77185052e-06,3.77185052e-06,3.77089782e-06,3.76899175e-06,3.7696268e-06,3.7696268e-06,3.77121546e-06,3.7702497146e-06,1.27368385262311e-09,3.7702497146000002
14,3.83886209e-06,3.84108534e-06,3.83822726e-06,3.83949737e-06,3.83949737e-06,3.83886209e-06,3.83886209e-06,3.84045006e-06,3.83854467e-06,3.83949737e-06,3.83886209e-06,3.84076793e-06,3.83949737e-06,3.84108534e-06,3.84076793e-06,3.84108534e-06,3.84203804e-06,3.84108534e-06,3.83886209e-06,3.83981524e-06,3.83949737e-06,3.83886209e-06,3.84108534e-06,3.84013265e-06,3.84076793e-06,3.84235545e-06,3.84108534e-06,3.84172063e-06,3.84076793e-06,3.84076793e-06,3.83949737e-06,3.83949737e-06,3.84076793e-06,3.83949737e-06,3.84076793e-06,3.84076793e-06,3.84076793e-06,3.84140276e-06,3.84076793e-06,3.84108534e-06,3.83981524e-06,3.84013265e-06,3.83759198e-06,3.84267332e-06,3.84076793e-06,3.84045006e-06,3.84108534e-06,3.84108534e-06,3.84108534e-06,3.84140276e-06,3.8403040980000006e-06,1.0839281983268205e-09,3.8403040980000007
15,3.91444928e-06,3.913814e-06,3.91476669e-06,3.91317872e-06,3.91571939e-06,3.91698995e-06,3.91698995e-06,3.91667209e-06,3.91476669e-06,3.91476669e-06,3.91667209e-06,3.91603726e-06,3.91571939e-06,3.91667209e-06,3.91730737e-06,3.91413141e-06,3.91508411e-06,3.91698995e-06,3.91698995e-06,3.91730737e-06,3.91571939e-06,3.91571939e-06,3.91730737e-06,3.91667209e-06,3.91730737e-06,3.91635467e-06,3.91698995e-06,3.91635467e-06,3.91571939e-06,3.91349658e-06,3.91476669e-06,3.91730737e-06,3.91571939e-06,3.91603726e-06,3.91667209e-06,3.91254389e-06,3.91571939e-06,3.91159119e-06,3.9179431e-06,3.91349658e-06,3.91762569e-06,3.91349658e-06,3.91698995e-06,3.91476669e-06,3.91730737e-06,3.91317872e-06,3.91444928e-06,3.91508411e-06,3.91730737e-06,3.91667209e-06,3.9157068022e-06,1.4963028120889549e-09,3.9157068022
16,3.99702321e-06,3.99511782e-06,3.99861119e-06,3.99797591e-06,3.99861119e-06,3.9976585e-06,3.99734108e-06,3.99734108e-06,3.99607052e-06,3.99702321e-06,3.99797591e-06,3.99702321e-06,3.9957531e-06,3.99829378e-06,3.99702321e-06,3.99638839e-06,3.99702321e-06,3.99702321e-06,3.99511782e-06,3.99702321e-06,3.99702321e-06,3.994483e-06,3.9976585e-06,3.99702321e-06,3.99702321e-06,3.99861119e-06,3.99734108e-06,3.99734108e-06,3.99829378e-06,3.99829378e-06,3.9976585e-06,3.99988176e-06,3.99638839e-06,3.99638839e-06,3.99607052e-06,3.99607052e-06,3.99511782e-06,3.9967058e-06,3.99861119e-06,3.99607052e-06,3.994483e-06,3.99511782e-06,3.99702321e-06,3.99702321e-06,3.99797591e-06,3.99797591e-06,3.99924647e-06,3.99702321e-06,3.99607052e-06,3.99702321e-06,3.9970487336e-06,1.1674353795645888e-09,3.9970487336
17,4.08499636e-06,4.08626647e-06,4.08594906e-06,4.08340838e-06,4.08721962e-06,4.08594906e-06,4.08626647e-06,4.08594906e-06,4.08404367e-06,4.08721962e-06,4.08118558e-06,4.08467895e-06,4.08213828e-06,4.08721962e-06,4.0805503e-06,4.08880715e-06,4.08436108e-06,4.08880715e-06,4.08753704e-06,4.08340838e-06,4.08436108e-06,4.08277356e-06,4.08340838e-06,4.08436108e-06,4.08340838e-06,4.08436108e-06,4.08372625e-06,4.08563164e-06,4.08467895e-06,4.08658434e-06,4.08721962e-06,4.08594906e-06,4.08721962e-06,4.08594906e-06,4.08467895e-06,4.08563164e-06,4.08658434e-06,4.08340838e-06,4.08404367e-06,4.08436108e-06,4.08594906e-06,4.08563164e-06,4.08499636e-06,4.08436108e-06,4.08594906e-06,4.08436108e-06,4.08499636e-06,4.08626647e-06,4.08467895e-06,4.08467895e-06,4.0851234094e-06,1.6948057649352025e-09,4.0851234094
18,4.18027412e-06,4.17709862e-06,4.17963929e-06,4.17868659e-06,4.18122681e-06,4.18059199e-06,4.17963929e-06,4.1777339e-06,4.17932142e-06,4.17963929e-06,4.18154468e-06,4.17900401e-06,4.18154468e-06,4.18154468e-06,4.18059199e-06,4.18154468e-06,4.17900401e-06,4.1799567e-06,4.17868659e-06,4.18122681e-06,4.18122681e-06,4.1809094e-06,4.18122681e-06,4.1799567e-06,4.17868659e-06,4.17963929e-06,4.18154468e-06,4.18059199e-06,4.17932142e-06,4.17963929e-06,4.1799567e-06,4.18154468e-06,4.18217951e-06,4.18154468e-06,4.17900401e-06,4.18154468e-06,4.18154468e-06,4.18281479e-06,4.18059199e-06,4.1799567e-06,4.1799567e-06,4.18027412e-06,4.18281479e-06,4.18249738e-06,4.18122681e-06,4.18217951e-06,4.18154468e-06,4.17963929e-06,4.18059199e-06,4.18217951e-06,4.1804966066e-06,1.2769763887787296e-09,4.1804966066
19,4.28190378e-06,4.28285648e-06,4.28158592e-06,4.27968052e-06,4.28349131e-06,4.28031581e-06,4.28158592e-06,4.28158592e-06,4.28253861e-06,4.28285648e-06,4.28063322e-06,4.28317389e-06,4.28158592e-06,4.28063322e-06,4.28063322e-06,4.28190378e-06,4.27968052e-06,4.2812685e-06,4.28190378e-06,4.28031581e-06,4.28095109e-06,4.28190378e-06,4.28190378e-06,4.2822212e-06,4.27936311e-06,4.28190378e-06,4.28031581e-06,4.2812685e-06,4.27968052e-06,4.27841042e-06,4.28158592e-06,4.27968052e-06,4.28063322e-06,4.28031581e-06,4.27936311e-06,4.28253861e-06,4.28063322e-06,4.28031581e-06,4.28095109e-06,4.2790457e-06,4.27872783e-06,4.28253861e-06,4.28190378e-06,4.28031581e-06,4.27968052e-06,4.28063322e-06,4.28158592e-06,4.28158592e-06,4.28063322e-06,4.28063322e-06,4.2810271132e-06,1.1686628954466568e-09,4.2810271132
20,4.38448569e-06,4.38512097e-06,4.38131019e-06,4.38829738e-06,4.38670941e-06,4.38416828e-06,4.38575671e-06,4.38480311e-06,4.38416828e-06,4.38480311e-06,4.38575671e-06,4.38480311e-06,4.38702727e-06,4.38480311e-06,4.38512097e-06,4.38480311e-06,4.38575671e-06,4.38480311e-06,4.38448569e-06,4.383533e-06,4.38607412e-06,4.38448569e-06,4.38416828e-06,4.38670941e-06,4.38321558e-06,4.38480311e-06,4.38702727e-06,4.38575671e-06,4.38448569e-06,4.38543839e-06,4.38448569e-06,4.38543839e-06,4.38385041e-06,4.38607412e-06,4.38321558e-06,4.38385041e-06,4.38607412e-06,4.38480311e-06,4.38321558e-06,4.38607412e-06,4.38607412e-06,4.38575671e-06,4.38321558e-06,4.38385041e-06,4.38416828e-06,4.38670941e-06,4.38543839e-06,4.38385041e-06,4.38448569e-06,4.38480311e-06,4.3849622762e-06,1.2289641671260278e-09,4.3849622762000005
21,4.49532536e-06,4.49151457e-06,4.49500794e-06,4.49183199e-06,4.49850177e-06,4.49119716e-06,4.49881964e-06,4.49500794e-06,4.49532536e-06,4.49532536e-06,4.49596064e-06,4.49786694e-06,4.49596064e-06,4.49405525e-06,4.49437266e-06,4.49437266e-06,4.49469053e-06,4.49659638e-06,4.49532536e-06,4.49659638e-06,4.49786694e-06,4.49564322e-06,4.49532536e-06,4.49659638e-06,4.49405525e-06,4.49437266e-06,4.49469053e-06,4.49659638e-06,4.49564322e-06,4.49373783e-06,4.49596064e-06,4.49469053e-06,4.49596064e-06,4.49500794e-06,4.49659638e-06,4.49786694e-06,4.49532536e-06,4.49500794e-06,4.49786694e-06,4.49881964e-06,4.49786694e-06,4.49659638e-06,4.49405525e-06,4.49564322e-06,4.49659638e-06,4.49564322e-06,4.49500794e-06,4.49627805e-06,4.49691424e-06,4.49596064e-06,4.4956369502e-06,1.6412143537679362e-09,4.4956369502
22,4.61092941e-06,4.60807132e-06,4.61029458e-06,4.610612e-06,4.61092941e-06,4.60934189e-06,4.60934189e-06,4.61092941e-06,4.60934189e-06,4.61092941e-06,4.60807132e-06,4.61092941e-06,4.60997671e-06,4.60743604e-06,4.61029458e-06,4.610612e-06,4.60902402e-06,4.6096593e-06,4.61092941e-06,4.61029458e-06,4.60934189e-06,4.60934189e-06,4.6087066e-06,4.60902402e-06,4.6096593e-06,4.60838919e-06,4.61029458e-06,4.6096593e-06,4.6087066e-06,4.61029458e-06,4.61029458e-06,4.61029458e-06,4.60807132e-06,4.6068003e-06,4.6096593e-06,4.61029458e-06,4.60807132e-06,4.61029458e-06,4.60934189e-06,4.61092941e-06,4.6087066e-06,4.60934189e-06,4.60838919e-06,4.60807132e-06,4.60743604e-06,4.61092941e-06,4.60934189e-06,4.60807132e-06,4.60775391e-06,4.60902402e-06,4.6094496796e-06,1.1049244324350117e-09,4.6094496796
23,4.73129739e-06,4.72716783e-06,4.72653301e-06,4.72907368e-06,4.72621514e-06,4.72621514e-06,4.72526244e-06,4.72621514e-06,4.72621514e-06,4.72780312e-06,4.72780312e-06,4.72589772e-06,4.72558031e-06,4.72494503e-06,4.72685042e-06,4.72875581e-06,4.72621514e-06,4.72907368e-06,4.72558031e-06,4.72780312e-06,4.72780312e-06,4.7274857e-06,4.72558031e-06,4.7284384e-06,4.72812098e-06,4.72780312e-06,4.72780312e-06,4.7274857e-06,4.7274857e-06,4.72621514e-06,4.72621514e-06,4.72494503e-06,4.72558031e-06,4.72621514e-06,4.72558031e-06,4.72526244e-06,4.72462762e-06,4.72621514e-06,4.7274857e-06,4.7274857e-06,4.72558031e-06,4.72621514e-06,4.72526244e-06,4.72526244e-06,4.72621514e-06,4.72621514e-06,4.7274857e-06,4.7274857e-06,4.72716783e-06,4.72907368e-06,4.7268060006e-06,1.3308903706713844e-09,4.7268060006
24,4.84435986e-06,4.85102919e-06,4.84086604e-06,4.84658312e-06,4.84435986e-06,4.84594784e-06,4.84690054e-06,4.84721795e-06,4.84658312e-06,4.85102919e-06,4.84785323e-06,4.84594784e-06,4.84467773e-06,4.84848852e-06,4.84721795e-06,4.84721795e-06,4.84499515e-06,4.84658312e-06,4.84467773e-06,4.84404245e-06,4.84785323e-06,4.84658312e-06,4.84690054e-06,4.84499515e-06,4.84690054e-06,4.84721795e-06,4.84531256e-06,4.84721795e-06,4.84563043e-06,4.84594784e-06,4.84404245e-06,4.84785323e-06,4.84848852e-06,4.84563043e-06,4.84626526e-06,4.84467773e-06,4.84499515e-06,4.84690054e-06,4.84435986e-06,4.84594784e-06,4.84594784e-06,4.84499515e-06,4.84467773e-06,4.84563043e-06,4.84690054e-06,4.84690054e-06,4.84563043e-06,4.84563043e-06,4.84563043e-06,4.84531256e-06,4.8461510956e-06,1.6777880493890019e-09,4.8461510956
25,4.97361953e-06,4.96695066e-06,4.97552537e-06,4.96885605e-06,4.97425481e-06,4.96345683e-06,4.97393739e-06,4.97012661e-06,4.97266683e-06,4.97139672e-06,4.96949133e-06,4.9729847e-06,4.97171413e-06,4.97234942e-06,4.97012661e-06,4.97425481e-06,4.96917346e-06,4.97012661e-06,4.97076144e-06,4.97171413e-06,4.97076144e-06,4.97171413e-06,4.97012661e-06,4.97361953e-06,4.97139672e-06,4.97234942e-06,4.97012661e-06,4.97076144e-06,4.97330211e-06,4.9729847e-06,4.97139672e-06,4.96917346e-06,4.97266683e-06,4.97234942e-06,4.97012661e-06,4.96949133e-06,4.97171413e-06,4.97361953e-06,4.97012661e-06,4.96980874e-06,4.97171413e-06,4.97044402e-06,4.97139672e-06,4.96822076e-06,4.97044402e-06,4.96980874e-06,4.97171413e-06,4.97044402e-06,4.97107931e-06,4.97171413e-06,4.9711616702e-06,2.0203691317187434e-09,4.9711616702
26,5.10129212e-06,5.09716301e-06,5.09970369e-06,5.10002201e-06,5.10002201e-06,5.09843358e-06,5.10129212e-06,5.10129212e-06,5.09970369e-06,5.09748088e-06,5.0990684e-06,5.1009747e-06,5.10160999e-06,5.09970369e-06,5.10129212e-06,5.0990684e-06,5.1009747e-06,5.09716301e-06,5.10129212e-06,5.09843358e-06,5.10002201e-06,5.09748088e-06,5.09970369e-06,5.09748088e-06,5.10002201e-06,5.09970369e-06,5.09779829e-06,5.10002201e-06,5.09970369e-06,5.10002201e-06,5.0990684e-06,5.10033942e-06,5.09875099e-06,5.09716301e-06,5.10129212e-06,5.09875099e-06,5.09748088e-06,5.10002201e-06,5.10129212e-06,5.1019274e-06,5.09875099e-06,5.0990684e-06,5.1019274e-06,5.10160999e-06,5.10129212e-06,5.09875099e-06,5.09938627e-06,5.09970369e-06,5.1009747e-06,5.10065729e-06,5.0997230855999994e-06,1.3822032215345738e-09,5.099723085599999
